src,dest
GSE,GDN
CTU,YIH
SVG,NCL
LXA,GXH
CTU,XUZ
LYS,MLH
IAH,POS
SZX,NNG
KIM,CPT
CDG,MCT
CHC,ZQN
CHX,BOC
ADE,SHJ
GIG,LHR
MNL,PUS
DYG,TSN
BOS,HOU
KIR,LTN
MSQ,BCN
DRS,HER
LAX,MCO
CTU,BAV
ARN,LHR
RIX,TFS
TKJ,CKX
BZR,NRN
BAX,DME
LTN,VAR
DUB,MCO
CDG,CKY
SCL,UIO
IAD,ALB
LGG,LIL
MAH,LGW
REN,DYU
RHO,MUC
GUW,SCO
OAK,SEA
SFO,CLE
FUE,MXP
ORB,BLE
NNG,CAN
PER,CBR
PDX,IAH
MUC,SAW
SFB,LEX
SWJ,VLI
MHQ,HEL
SWA,KWE
HND,KOJ
GYN,CGH
LIS,OPO
MJV,BOH
MEX,LZC
WLS,NAN
MCO,GRU
MRS,ATH
GDN,FCO
DME,TBS
LIS,OSL
VKO,OVB
BCV,SPR
DOH,DAR
KDI,UPG
ADD,RUH
PRG,DUS
MSO,MSP
GPA,FRA
AZA,BZN
LJU,STN
MCM,NCE
AUA,IAD
CLT,CDG
REP,KMG
BWI,JAX
HET,PVG
ZGS,YNA
OLB,NCE
BKK,MEL
KOJ,TPE
MTY,VER
BWI,MCO
BLA,PTY
KMG,HGH
BJX,TIJ
MAD,CMN
CTA,GVA
MAD,SDQ
SAV,ATL
HKG,NNG
SIN,CAN
SJU,AZS
JFK,DUB
KTW,DSA
AMS,JRO
BLQ,BRU
LYS,PUF
NTE,FEZ
GNV,CLT
AMS,IBZ
EWR,PLS
YEG,CUN
BFS,LTN
SVG,ALC
HYD,SIN
NTG,TSN
SNV,PZO
HIJ,TPE
KIN,ANU
RBQ,LPB
LOS,ABB
BHM,DCA
CSX,HJJ
BGO,MAN
IST,BHX
MCI,BWI
BLJ,MRS
TLV,NAP
DTW,PIT
SEZ,DXB
HPN,PHL
PSP,LAX
DXB,MRU
TAH,AWD
PEK,KUL
MFE,DFW
WAW,CDG
YBK,YCS
DOH,IKA
HUX,IAH
TSA,HUN
SCW,UTS
LYS,CFE
MLE,DWC
CPH,FAE
INV,LTN
LHR,KHI
MCI,DCA
DTW,AVL
IGU,VCP
SJO,GUA
TGU,SAL
ATL,ALB
LHW,IQN
TXL,SAW
BOM,JDH
FMM,SNN
ALG,DXB
CAN,RGN
LGW,VCE
PGD,GSP
SKG,LXS
BOS,LEB
DJE,LIL
PSP,SFO
YRL,YWG
LHW,DNH
CSX,TYN
CHY,GZO
OKA,HKG
TPA,BNA
LIR,SYQ
CJB,MAA
MAN,EDI
MDW,AUS
BFN,DUR
IAH,TRC
SGN,RGN
SXF,RYG
MAD,RTM
HLZ,PMR
MSQ,DME
TUC,AEP
RIC,CLE
NCL,PFO
LBD,ROV
PKZ,REP
MIR,TUN
BHD,EXT
DUB,KIR
SIN,MEL
BRU,EDI
KIT,ZTH
NTE,GVA
HHN,RIX
FUE,LTN
STV,BOM
AMS,SXM
PRH,DMK
XKS,YXL
CTA,TXL
ECN,ADA
KIV,FCO
MEL,SGN
EWR,PVD
ISB,MAN
SJU,MIA
SHJ,COK
SVG,LGW
MXP,FRA
DMM,IST
LGW,PDL
MHD,HEA
CAN,IST
STL,DAL
JNB,BZV
NYO,MLA
SIN,IPH
MQL,SYD
UBJ,ICN
POS,IAH
YKU,YVO
PVG,NNG
CNS,HID
DEN,LBB
DKR,LIS
REU,LPL
NBO,ICN
TPE,HND
VCE,CPH
ESB,AJI
OME,GLV
ABD,SYZ
YYC,YOW
ESB,DOH
ORN,BCN
ADD,CAN
LPL,OPO
CGN,PUY
YXJ,YYE
NBE,BRU
DME,TMJ
SDF,DTW
LAX,EWR
BOS,PLS
CRD,RGL
DCA,BDL
TAO,SHE
XIY,CGQ
ADA,IST
MUC,RIX
DMK,UTH
DUB,EWR
NBS,CGQ
OGG,SEA
HUN,TSA
CCU,IXR
KUL,URT
KOI,GLA
DME,DUS
IST,PEK
ROV,DXB
RIC,MSP
JHG,LPQ
IIL,THR
LAS,SMX
CTU,CAN
PUJ,ORD
PUS,HKG
TQA,JUV
LAX,ATL
DFW,TYR
MIA,GCM
LYS,NTE
GCM,KIN
CHQ,EMA
DUB,ATL
NUX,OMS
ARN,KSD
ORK,TFS
VIE,BSL
XIY,SHA
LCA,LBA
AJA,PIS
RGN,DMK
LZH,CTU
PHL,LHR
LGA,CLT
KSQ,DME
PER,BKK
SJC,DEN
CVG,MKE
FRA,INN
EDI,STN
CGO,BAV
VNO,CPH
CFU,HAJ
TVS,DLC
WMI,NYO
DMM,IXE
RUH,MED
ALC,EIN
LBD,SVX
LED,FCO
JFK,BNA
STN,NOC
ADL,OLP
SHJ,UET
URC,CSX
SFO,MRY
BGY,CRA
LAX,SLC
PUJ,BOG
BRI,LIN
TAS,IKA
MEX,MAD
BWI,EWR
MAU,RFP
ABI,DFW
SEA,RNO
DUS,ZAD
MCT,SHJ
NTE,TXL
SZG,TXL
JIB,ADD
MKW,FKQ
GYE,CLO
IBZ,FDH
TFN,CMN
UFA,IST
BVI,BEU
BWI,ATL
DXB,SEA
ICN,NGB
JUV,KHQ
DEL,HKG
OAJ,CLT
SIN,ADL
MAD,OVD
HPN,LEB
ACK,BOS
TOF,SGC
YNC,ZEM
STL,CLT
AMS,HER
SPC,DUS
CDG,SAW
BKK,CSX
MCI,IND
BNS,CCS
LBD,KZN
PNS,TPA
CGH,NVT
TFS,BLL
NAN,VLI
EWR,YUL
DUS,NTE
JED,KWI
FCO,DBV
ILM,PHL
GDL,LAX
HNL,ANC
FRA,FUE
CCJ,DOH
TAK,NRT
LEI,MAD
PEK,SVO
NQN,AEP
OSL,ALC
FRU,TSE
SHE,CTU
CTA,BLQ
BUD,DOH
BFL,LAX
ADZ,CLO
TUN,BEY
YYZ,YGK
DEN,PGA
STN,BGY
HUN,RMQ
CGK,DOH
KWL,TSN
CTU,MEL
YQF,YYC
BGY,PMI
YIW,XIY
TAS,PRG
MOF,KOE
LIS,VCP
FLL,CPH
DME,KIV
KMG,TCZ
PFO,STN
LCA,SOF
STR,LHR
MXP,BIO
IKA,DUS
FTE,USH
LPL,WMI
HFE,KWE
BSB,CDG
BNA,CHS
AMS,KIT
FAO,LTN
GDL,SFO
NSK,UFA
TFS,VLC
MUC,YVR
SYD,MIM
LAX,TPE
PGD,RFD
DMM,MNL
BFL,SFO
CAN,MNL
YGV,YZV
XMN,SZX
VIE,ZTH
LBA,PRG
IAD,BDL
ZTB,YHR
MWZ,BKZ
BOD,HER
ORD,BHM
GIG,AEP
KMQ,ICN
FIH,TSH
DME,FKB
DLH,AZA
LIS,LPA
GLA,GDN
LIN,VIE
HYA,ACK
NYO,PSA
ACC,LIS
RSW,ORD
JQA,UMD
YYZ,ANU
LYS,TLS
LPL,IBZ
ITM,GAJ
INC,CKG
GSE,ZAD
BHX,CDG
BNA,DFW
MFM,TPE
SZX,SYX
PEK,HLH
MLI,ORD
MLA,ATH
OAK,OGG
SHJ,CAI
LED,TLL
ORD,FCO
EWR,DTW
RKV,AEY
VGO,BCN
NKG,JJN
MDW,PIT
MIM,MYA
GSO,SFB
MNL,CEB
CPR,SLC
REP,MNL
SPU,DBV
ROV,KUF
TFS,AMS
PNS,DCA
FUE,BGY
AZS,YUL
DNK,DME
LYS,VIE
SIN,CSX
DCA,ILM
MUC,VOZ
DAR,ZNZ
OSL,LGW
MEX,GUA
DOH,AUH
ADE,JED
UME,BMA
CGB,BSB
RAP,DEN
YNO,YRL
NYK,UAS
OKJ,MFM
RYG,AGP
MLI,DFW
MAH,MAD
BAH,ISB
MRS,TLV
LAS,BNA
SDQ,HAV
UAK,JFR
BKO,COO
HYN,PEK
LGA,CMH
MCT,FRA
MDT,PHL
STL,MBJ
SUV,VBV
BNI,LOS
MPN,PUQ
DSM,LGA
GOM,BNC
PHL,ITH
BKK,ZVK
BOS,YUL
LUX,DBV
VIE,AGP
SCL,SSA
ORK,LPL
WNZ,FUG
YVO,YUL
DYU,DXB
ALG,FRA
SDQ,KIN
XIY,NAO
FNC,BSL
LCY,FLR
SGF,AZA
CXB,DAC
MNL,VRC
MRS,MUC
ABJ,CDG
IST,VAN
AVL,SFB
HKG,HAN
HKG,SYX
RAB,MAS
GEV,ARN
DEN,SJC
SSH,MXP
HSL,RBY
CEB,CGY
FOR,BEL
DMM,BOM
RHO,NCL
DFW,CLE
SXF,BEY
PBI,CLT
YGW,YSK
BDQ,DEL
CWL,LCA
ATL,BDL
ZRH,VIE
KIX,TPE
NTE,NCE
MIA,MGA
DUS,VIE
NMA,KJA
YPY,YMM
SAW,MRS
ORU,CBB
GLA,ORK
CDG,RIX
CRL,VOL
BGY,KTW
YVR,YZT
ORF,CLT
CZX,DLC
SEA,STS
IST,BUS
DUS,EBL
PKU,JOG
CPV,PNZ
LHR,BLR
ATL,BDA
FRA,RUH
MEL,DRW
NUX,VKO
GPT,CLT
ORD,MSY
OTP,CLJ
GFF,NRA
HER,LEJ
GDL,PTY
FAO,NOC
SLC,YYC
DWC,KUL
ICN,HIJ
SJU,JFK
BOS,DTW
JHB,TWU
PSA,CRL
KGS,STN
DME,AUH
LHR,MIA
NAY,XFN
PHW,JNB
CPT,HDS
LIG,ORY
KIX,CNS
LKO,JED
KHN,DLC
KTM,BDP
MSQ,CDG
KWL,SJW
TMP,AGP
MDW,MBL
BOG,BGA
NOU,KIX
KZS,RHO
FDH,ZAD
TAC,CEB
STL,LAX
HMB,CAI
EWN,ATL
UPG,CGK
KOE,SUB
AHO,BTS
NTE,AJA
SFB,OWB
URC,LHW
LEJ,DUS
JFK,OSL
PHL,MCI
PHL,PHF
MIA,CWB
MEX,AGU
NDR,PMI
CTU,CSX
DFW,FAR
YNT,HGH
LZO,SZX
RAK,MAN
EWR,STL
ZRH,TFS
SJW,NKG
DUS,TFS
TER,FLW
GVA,DOH
WRO,ZRH
ORY,TLV
OSS,KUF
LAX,PVU
BRS,RZE
GYE,ESM
XRY,DUS
LMP,VCE
PVG,HAN
TPE,KIX
SVO,FRA
CGK,FOC
STT,PHL
STL,SFO
YYZ,MKE
HER,RTM
DME,NCU
RTB,MIA
CTS,HKD
DEN,FCA
MAF,LAS
ERF,TFS
MSY,PHL
VKO,MXP
KUL,DOH
FBM,FIH
GVA,BIQ
MZR,KBL
EIN,REU
EAS,MAD
DIR,JIJ
SSH,LTN
DXB,CGK
CPH,PRG
DBO,SYD
KRR,DYU
CBR,PER
MCO,PHX
KSC,PRG
BGY,NRN
BJA,ORY
DYU,KUF
VCP,RVD
CJU,NRT
TAS,CEK
TGZ,GDL
PMI,XRY
KBP,DNK
RTM,NCE
DXB,AWZ
PEK,BKK
ICN,SHE
CNF,CGB
DLI,SGN
DEN,ALS
MNL,YVR
TAS,NCU
TXN,CAN
PTY,EWR
WUH,DMK
KTM,BWA
PTY,REC
ALG,TGR
OSL,HEL
URC,TPE
ANU,EWR
MAN,DLM
HER,VNO
LHR,TIP
CHA,PIE
ACY,FLL
IKA,AUH
BIO,ACE
TRO,SYD
MAO,PVH
IAH,DEN
RHO,LGW
LBV,ABJ
PTY,ATL
ADB,ATH
IGA,NAS
SYX,HFE
LRR,DOH
EIN,BUD
VIE,OTP
BCN,GDN
CSX,ZHA
BRL,STL
VIE,KRR
SXM,AXA
FRA,POP
YYT,YQX
MSO,LAS
KUL,LHE
VNO,SVO
AMS,JTR
PSC,SLC
EOH,BOG
POM,CMU
RTM,AYT
NGB,KMG
ATL,ILM
AUH,MXP
GIG,POA
GAJ,ITM
CMN,AGP
DJE,HAM
BKK,TPE
LAX,PDX
KMG,CKG
DTW,GSO
LAX,ARN
MCT,DMM
CJB,BOM
FSZ,ICN
MPM,POL
LTN,VCE
HND,HKG
LTN,WAW
HPN,DTW
HRB,LDS
DUB,ARN
HMI,XIY
SHD,IAD
AFL,CGB
GSE,ALC
SLL,SHJ
OZC,CEB
ITM,FKS
MCT,JED
MHD,ABD
YUL,YGW
MBA,NBO
LWO,TSF
CSX,SZX
BOS,STL
KBP,WAW
BBI,VTZ
TTN,CVG
ORY,PUF
BHO,DEL
CRL,CAG
FCO,OLB
VST,STN
CHS,CLT
MKE,BOS
GAE,TOE
SOF,SVO
ZRH,LAX
SNN,BOS
DUS,LAX
LAX,LHR
DWC,IEV
MCX,LED
CMB,NRT
ACE,PAD
LJU,FRA
AUH,NRT
DUB,LHR
SNN,FAO
LPA,ORK
DJE,LUX
CIT,TSE
OPO,LHR
LHR,NCL
YCU,URC
TLV,MRV
GRV,DME
FKQ,MKW
NAS,BOS
NKG,XIY
TYN,DSN
SDJ,KMQ
BUD,BRU
GOJ,DWC
DCA,CLT
EBB,MGQ
GRK,IAH
DFW,ZCL
FRA,BRS
ORN,CDG
ATL,CCS
HIR,GZO
DUR,HRE
SMF,LGB
ORY,CFE
SXM,ORD
ALC,OUL
WWP,NKI
XIY,MIG
XMN,MFM
GRO,MST
JAX,BOS
ZRH,SFO
TBB,HAN
CKG,DOH
VIE,BRN
AGP,DUS
PMI,PRG
DYU,FRA
YVR,FRA
TEB,ACK
CMH,CLT
NAP,MAN
HRG,VIE
FCO,SIN
SVQ,GVA
AQJ,IST
JAI,HYD
LCY,DUB
SFO,CIC
YYC,DEN
TFN,VLC
CGK,MED
SYY,EDI
LBA,BCN
BWI,LHR
DYU,MHD
TLS,SVQ
EBL,IST
CDG,FIH
KHI,ISB
FAI,SEA
SGN,UIH
DFW,CRW
DXB,PEK
UIO,CUE
ORD,ICT
SJP,RAO
SIN,TPE
MIA,CZM
VIX,VCP
SGN,KIX
KRK,SVG
YGR,YGP
GEG,SLC
SCW,SVO
CMN,GRU
PNQ,DEL
ZBR,ZAH
GKA,HGU
LDB,GRU
BET,PQS
YXX,YEG
LBA,GRO
EZE,IGR
MAD,CTA
OTP,TSF
LHW,HGH
SYZ,LFM
BCN,TLV
PCL,LIM
ZKG,ZGS
EYW,FLL
KTA,PHE
WMN,ANM
RIY,KWI
TUL,HOU
MIA,POS
CAN,VTE
MLA,MUC
TER,OPO
ZKG,YNA
ABZ,BHD
MCT,SLL
KBL,DXB
MAN,ARN
MAD,SCL
MSP,CVG
IBZ,ZRH
ONT,SFO
LIS,BSB
BCN,MUC
DAL,OKC
BRU,ARN
ROC,JFK
HAN,DME
UDI,GRU
CZX,ZUH
SSG,ADD
SKG,HAJ
OPS,BSB
HET,RLK
ALC,NUE
PMF,TPS
YUL,MRS
PHL,SEA
FCO,VLC
CPH,ZRH
DMK,BFV
TAE,ICN
CGQ,CGO
ICN,HEL
ORD,CMI
CDG,JIB
MAN,MXP
GRR,IAH
ORD,GRU
SJU,PTP
HNL,APW
RYG,PMI
DXB,SGN
AHO,PSA
KRR,SVX
IST,HKG
CLT,BZE
STL,RSW
BIA,CGN
BRU,MXP
ABQ,LAS
CAI,HMB
CTU,LHW
WUH,LJG
ARN,MSQ
NGB,WUH
VCP,IZA
UUS,BVV
WRO,EMA
BSL,MPL
BKI,CAN
SAN,PHX
ORY,NTE
ATW,ORD
MSP,TPA
PVG,HKT
INC,CTU
YYZ,GGT
ATL,SBN
UIO,LOH
MNT,FAI
SXF,SOF
SSA,LIS
BSB,CGB
PSG,WRG
TLV,DNK
SXF,SEN
FYU,VEE
RUH,LKO
KHN,ZUH
AEP,BRC
PRG,GOJ
AJA,NTE
NCE,IST
FKB,ZAD
SUV,ICI
NYO,AHO
THR,ABD
MKE,CUN
KLO,MNL
WMI,SKG
LGW,MBJ
NIM,ALG
BUF,FLL
PPW,WRY
DUS,BIO
TMJ,TAS
FLN,CCM
PER,KTA
PIX,TER
QSF,MRS
TUN,SFA
NAY,AVA
SFO,MNL
IST,ALG
FCO,AMS
MCO,CUN
CWB,GPB
KRK,BRS
IAH,BJX
YXL,YTL
TAS,DME
NNB,IRA
ZHA,CAN
VHM,ARN
RUH,MAA
YYZ,AZS
CLO,PUU
IAD,VIE
FCO,JFK
ICN,OKJ
AGP,FKB
KUL,KBV
TAO,ICN
CMB,TRV
CNS,ASP
YUL,BOS
AUH,TRV
ATL,DHN
MIG,KMG
LJU,TGD
BOG,CCS
PSA,BUD
SXK,LUV
HEL,SVX
TSR,BVA
ELP,IAH
YBC,YYY
CGQ,TYN
ACC,FCO
AET,FAI
NMA,LED
ZRH,TGD
LBA,CHQ
DUS,TGD
SYX,ZYI
MEL,MIM
PHL,PUJ
NAN,KDV
DTW,SAN
HGH,HAK
EDI,FRA
EDI,BRE
IAH,TGU
SOU,MAN
HFE,PVG
ARC,VEE
AZO,MSP
VGO,CDG
ZAG,DBV
BRU,STR
BOM,HYD
RYG,KGS
SWA,HFE
ROA,LGA
HUY,AMS
GYA,TDD
CTU,TPE
LYS,RNS
MIA,EYW
FRA,GVA
SKB,SXM
TLV,VCE
TLV,WAW
CLT,CMH
BRU,KGL
RUH,EAM
HET,DSN
CMN,NDR
SGN,CAH
LPL,LIG
ANX,TOS
YYZ,SYR
JSH,AXD
NZH,HET
ATH,KVA
RSH,ANI
XIY,KWE
CUR,CLT
GIG,GYN
DEL,SVO
RAK,CDG
MDL,NYU
EMA,RZE
VCE,EDI
LNB,VLI
CCJ,RUH
CNX,DMK
SXM,STX
YQQ,YVR
CAN,TXN
GEA,TGJ
CGK,RUH
PMI,LYS
CKG,AEB
PMI,ZRH
BCV,CUK
DTW,BOS
HAJ,JER
EBH,ALG
LCG,BIO
IAH,CVG
TJM,NYA
YYC,YYZ
HLN,MSP
KWE,SWA
AGM,KUZ
HEA,DEL
DCA,LAX
BLR,VTZ
LBE,MCO
CGK,TTE
NCE,DJE
BLQ,IST
MUC,PVG
HFT,BVG
VNO,AES
ANC,STG
BRS,ACE
CAN,NNY
BWN,SUB
VCE,LED
JNU,HNS
MHH,JAX
TPE,SDJ
MDZ,AEP
JOL,ZAM
DMK,CNX
BKK,ARN
CAN,AKL
OLB,BSL
IBZ,BCN
CLT,PGV
BFS,MAN
ORY,TLS
JNB,FIH
MHH,MCO
CMH,LAX
VDE,LPA
BOI,SJC
CIY,PSA
TSF,CRL
CLT,SXM
PIT,MCO
ICN,MAD
GGT,ATL
VLC,MUC
CVG,JFK
NCE,AJA
DUS,RSW
MDT,DTW
IST,BGG
AJA,TLS
HAA,TOS
CNS,EDR
SDJ,UKB
DCA,SFO
LUX,AMS
LAP,CUL
SAV,IAH
IBZ,GRO
MYJ,KIX
CLT,FRA
OGD,AZA
IAH,TPA
FRA,MBA
LAX,MCI
OSL,LCA
JER,STN
HRM,ALG
SJJ,MUC
KOE,TMC
IEV,VLC
SUF,LIN
KEF,AMS
MNL,FUK
AMS,KYA
XIY,UYN
IND,PHX
FCO,TIA
BKK,LHR
DEN,HDN
GOH,JAV
AMS,NUE
LIR,SAL
INV,MAN
UUS,ICN
SAW,BRU
SMF,ORD
TPE,CNX
STN,PDV
GIU,BTC
EZE,DFW
VNO,LED
HND,TKS
VIE,ACE
EDR,CNS
RMQ,KIX
BZR,BRS
JED,SKT
FRA,TXL
EZE,BOG
TYN,TSA
PHL,ISP
SBN,AZA
NGO,TAO
LIS,CGN
KIN,JFK
EDI,GSE
MHD,BAH
ANF,LSC
MMX,ORB
YWG,YQD
DLA,BGF
ARN,BUD
ROK,GLT
CIK,FAI
SHW,RUH
DTM,OPO
BRW,AIN
PRN,VIE
DEN,CID
YWG,YRL
ADB,MUC
GLA,ALC
AMM,KWI
LAX,PSP
STW,SVO
ATH,BEY
REC,GIG
WAW,FRA
HAM,DBV
BWI,MCI
LHR,LAD
MSP,BOI
SHE,NKG
MRS,LGW
DWC,CMB
MFM,HGH
NRT,HAN
FUJ,NGS
UNK,SKK
ALG,HME
ARN,PEK
CLT,LUK
LBA,CFU
MYY,BBN
PRG,SPU
LYS,MIR
FUE,MAN
LGW,SNN
SUB,PKY
MLA,BRI
DXB,CAI
IST,CPH
TJM,NJC
CAN,WNZ
FUK,FUJ
CGN,TXL
CGO,LHW
SZZ,TRF
EYW,MIA
PMI,GRZ
CJC,CPO
SID,RAI
SAP,FLL
LYS,ETZ
IBZ,EMA
SLL,JED
DOM,EIS
HER,TLL
BGY,OMO
YYZ,SJU
ZCL,DFW
DFW,CRP
VNS,DEL
CIJ,TDD
BCN,BRI
ZRH,DRS
PDX,OAK
JED,ADD
DUS,DRS
BJR,ADD
TOS,BGO
SKT,KWI
FAR,ORD
TPA,PBI
LIL,ORN
DKR,DLA
PNR,CDG
TRN,IAS
GRU,RAO
MSP,LGA
YZV,YNA
ORY,TFS
PVG,HMI
RGN,NYU
TUN,CMN
BHY,PEK
LAX,RDM
SDK,TWU
SDJ,OKA
AUS,HOU
IAD,LAX
ORY,ALC
SVO,UUD
LNZ,DUS
RUH,IST
GVA,AMM
KBL,MHD
SIN,LHR
BLR,GOI
IBZ,MAN
KOI,EDI
FRU,CEK
CUN,LIM
GDN,WRO
HAN,MFM
FAR,DFW
DTW,GSP
UVF,CLT
NRT,PVG
PUJ,SVO
ZAD,STR
DEN,ONT
CAG,KRK
CGK,TNJ
CIA,BRI
JJN,NNG
CPH,CHQ
SNA,YVR
DPS,ICN
SLC,LAS
PDG,BTH
FKB,TFS
LJG,SJW
GRZ,FRA
IST,KSH
IAH,LRD
ARN,KLX
IAD,SFO
SKG,MJT
HIJ,DLC
MLA,TIP
AKL,SIN
RAK,DUB
MSY,DTW
PMI,GRO
MOZ,RFP
JED,NDJ
IBZ,LCY
DEL,NBO
CGO,TPE
NAS,RSD
MEL,KUL
PIN,MAO
EDI,KOI
LAS,RNO
MSP,ALB
HAM,NBE
USK,UCT
GEG,PDX
DNZ,IST
EMA,EGC
CMN,BJL
KGS,FRA
RYG,WRO
BUD,BRS
DPS,BTH
TNR,CDG
CVG,PIT
PIS,AJA
DWC,OVB
KRK,TXL
LPA,VIE
HAN,CDG
UNG,DAU
DOH,VCE
PUS,BKK
DOH,WAW
BOG,CUC
NCE,LIS
ATL,EZE
TSE,KSN
LBL,DEN
CID,SFB
LUX,CTA
MDW,SAN
KMJ,OKA
MGS,RAR
MAN,BGY
BEY,SAW
PIT,EWR
GVA,RUH
REC,PNZ
SXR,ATQ
NAP,TUN
AUA,AMS
XIY,WUA
CGQ,TNA
WAW,GSE
UUA,LED
OKA,UEO
IST,HRG
JFK,PBI
DFW,CHA
ZHA,CSX
FAO,EMA
CRL,BCN
ISB,DXB
NAO,PVG
AUA,JFK
LIM,FLL
GRU,GIG
ULN,PEK
CAN,WXN
SYD,BNK
FRA,EWR
PIT,ATL
CAN,TSN
SAL,JFK
FRA,REC
YBP,CAN
BNE,RMA
NGO,CJU
ATL,LAX
BSL,LHR
DRV,MLE
DME,DNK
FRA,NCE
KUL,RUH
APF,MIA
MLA,NCL
KHI,AUH
FRA,ATL
BVA,AHO
WUS,PEK
CGN,SKP
HAJ,DBV
YUL,HOG
TSN,KHH
CAB,SZA
CDG,PVG
BRU,FNA
IPA,VLI
FAO,MAN
DEL,BKK
TAS,CDG
DEN,ELP
BCN,NCL
EIN,DUB
DTM,IEV
LGW,JED
VLC,NTE
VIX,BSB
MDW,BOS
LVI,HRE
YXE,YVR
MNL,PVG
URC,FRU
TPE,SJW
UET,TUK
DOH,ADE
CCS,STD
HNL,NAN
PHL,CHO
ATL,SFO
IAH,LGA
DCA,RSW
QUW,JNN
DME,NJC
WRO,CDG
DRW,GOV
KSM,SXP
DWC,DOK
WRY,KOI
KGF,UKK
MDC,SUB
MUC,IAD
FRA,AYT
SVG,RIX
LPA,TFS
CUN,MTY
CGN,NCE
BRC,EQS
OPO,FMM
MGW,IAD
ATL,ATW
ISB,URC
CTU,LHR
BLQ,TPS
TOY,ICN
AAE,IST
LAX,SEA
LBA,CDG
KHI,YYZ
MYR,YTZ
ACX,CAN
IND,CUN
TRD,OSL
YRL,YVZ
DAX,SZX
VIE,DOH
SHE,FRA
RUH,MNL
CKY,BKO
VXO,ALC
FUG,CAN
PMI,DME
CTA,BSL
VDC,GRU
TRE,GLA
MIA,DUS
VPE,LAD
HER,JIK
HIR,EGM
CKG,YIH
THU,SVR
KBP,VIE
AAN,CCJ
DLC,LYI
NLA,LUN
BLQ,LIS
GCI,LGW
BET,ANC
SXF,NBE
TOF,KJA
YYZ,AMS
PRG,MUC
SCZ,HIR
KCH,SBW
URC,HGH
CGN,AYT
PEW,KHI
IAD,PTY
GAN,KDM
DIN,HAN
MJV,EDI
EVN,SVO
PEK,MXP
XIY,CZX
YYZ,JFK
EIS,DOM
LHR,ABZ
SEA,ANC
BHX,FRA
ADD,JNB
STN,MAH
PTY,CLO
AGP,AAR
NCE,RTM
BCN,ALC
MCO,SJO
AUA,JBQ
MSY,YYZ
PHL,AUA
BWI,SEA
IST,SKG
NCL,DBV
NAP,DUB
FOC,JDZ
BIO,FUE
BDB,BNE
RNN,CPH
XUZ,CKG
CLT,GCM
PDA,BOG
CHC,OOL
SAN,SJD
SUG,CEB
CRL,MAN
DSM,CLT
BRI,TIA
CEB,SIN
YYZ,YTS
OAK,AZA
HDF,DTM
KOA,PHX
OVB,HTA
BOG,EZE
BLI,OAK
ZRH,ICN
RAO,GRU
HKG,TLV
POZ,DUS
ATH,ADB
XIY,ENY
LBD,REN
TSF,BUD
HRG,DRS
PEK,NRT
STR,BUD
CDG,BEY
YIH,CTU
BFS,CDG
DXB,HKG
DME,ULV
OPO,CRL
LTN,TFS
IST,TZX
ORY,PGF
ORD,GRB
BUD,GVA
GPS,GYE
SAP,MIA
DME,ESL
ZRH,BDS
LHW,CKG
IAD,JED
CCS,BRM
HKG,MUC
BLZ,ADD
BEN,MLA
PBI,HPN
BZV,NBO
KUL,CAN
ZRH,HAJ
LCY,IBZ
CUR,PTY
KBP,TFS
MKE,CLE
KBP,SHJ
NTE,BSL
KIV,KBP
ORD,PHX
CXJ,CWB
BRI,CTA
RUH,BOM
TOH,MTV
HUY,ABZ
LTN,CLJ
NDR,BRU
PSP,SMF
JUL,AQP
LIS,LTN
MED,DOH
UET,LHE
MBJ,IAD
MEX,YUL
TSA,PVG
THR,OMH
CZH,ORZ
TPS,BVA
PVG,SPN
MXP,ISB
COK,AGX
SAT,MCO
BWI,PUJ
VLC,VIE
NAY,HRB
SXB,ORY
WUH,KHH
MDW,GSP
SCL,DFW
ORV,IAN
XIY,FUG
CAN,XIY
AZI,XSB
ATL,PTY
YYT,MCO
CGQ,SZX
SCL,BOG
UET,MUX
MSP,BMI
ORY,HEL
BCN,EZE
SJJ,VIE
SFB,FWA
MDE,SMR
ATH,HAM
LYG,FOC
MIA,DEN
MAA,TCR
XAP,CWB
MMX,WAW
BHD,LHR
LNE,LOD
EWR,FLL
CGK,SOC
CTU,DCY
ATH,SOF
HAN,PXU
AYT,OSL
RKV,GOH
TRN,BDS
GIG,DFW
ZUH,PVG
HAM,OLB
STN,KUN
GPA,DUS
BRE,ZRH
GIG,BOG
MRS,MAD
MEL,CBR
UPG,BIK
VOG,SVO
SHJ,HBE
IBZ,MAH
ADB,EZS
TNA,CTU
DXB,GLA
WUS,XMN
GBE,JNB
CUF,AHO
KMG,KWL
CHQ,WMI
KOS,REP
CIU,DTW
MED,LHE
OKA,TPE
LPA,LPL
HRB,CJU
BTI,SCC
YYR,YQX
PNS,CLT
YQQ,YYC
SUV,TBU
MUC,HAM
LKE,YWH
LED,KBP
KUL,MEL
MSQ,FRA
CMN,OUA
WXN,CAN
DEN,GEG
DEE,UUS
IST,SVO
VER,REX
ZAG,AMS
BUD,TXL
PNL,PMO
PSA,DUB
BDO,DPS
ALG,MLA
AKL,SCL
LGA,YOW
PMI,CIA
MEX,DTW
ADD,ABV
ITO,HNL
AHB,DXB
IGR,EZE
DFW,CLL
JAX,MSP
MAN,CRL
FAI,HKB
CKG,KHN
PPP,BNE
OSL,RIX
TXL,ADB
BUF,JFK
DAR,JNB
SSH,MAN
SOU,DUB
